ID,City,Postal Code,AreaCode,JoinDate,ExpiryDate,Time2ExpiryDays,Time2ExpiryYears,YearJoin,YearExpire,ProdCount,ProdMix,Gender,AssocMemCount,JoinAge,ExpireAge,PlusMemb,LTVCode,ERSCalls,ERSCallsBinary,RenewType,Target
6.2E+15,ST CATHARINES,L2M3N4,905,6/12/2010,6/30/2011,383,1,2010,2011,1,M,M,0,49,50,Y,D,1,YES,R,YES
6.2E+15,PORT COLBORNE,L2K3S6,905,6/16/2010,6/30/2011,379,1,2010,2011,1,M,F,0,49,50,Y,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2R6L3,905,6/24/2010,6/30/2011,371,1,2010,2011,1,M,M,0,49,50,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2S2Y7,905,7/2/2010,7/31/2011,394,1,2010,2011,1,M,F,0,49,50,N,D,3,YES,R,YES
6.2E+15,CRYSTAL BEACH,L0S1B0,289,7/9/2010,7/31/2011,387,1,2010,2011,3,AEM,M,0,49,50,Y,D,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2J3C2,905,8/7/2010,8/31/2011,389,1,2010,2011,1,M,F,0,49,50,Y,C,1,YES,R,YES
6.2E+15,NIAGARA ON THE LAKE,L0S1T0,905,8/23/2010,8/31/2011,373,1,2010,2011,1,M,F,1,49,50,N,D,1,YES,R,YES
6.2E+15,THOROLD,L2V2P4,905,10/5/2010,10/31/2011,391,1,2010,2011,1,M,F,0,49,50,Y,D,0,NO,R,YES
6.2E+15,FENWICK,L0S1C0,289,10/12/2010,10/31/2011,384,1,2010,2011,2,EM,M,2,49,50,Y,D,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2E6S6,905,10/22/2010,10/31/2011,374,1,2010,2011,2,EM,M,1,49,51,Y,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2P 1A8,905,11/11/2015,11/30/2016,385,1,2015,2016,3,EMS,F,0,,,N,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2M4C5,905,10/22/2010,10/31/2011,374,1,2010,2011,3,AEM,M,1,49,50,Y,D,5,YES,R,YES
6.2E+15,FONTHILL,L0S1E0,905,11/3/2010,11/30/2011,392,1,2010,2011,2,EM,F,1,49,50,N,D,1,YES,R,YES
6.2E+15,THOROLD,L2V2C4,905,11/12/2010,11/30/2011,383,1,2010,2011,2,EM,F,0,49,50,N,D,4,YES,R,YES
6.2E+15,JORDAN STATION,L0R 1S0,905,4/10/2015,4/30/2016,386,1,2015,2016,2,EM,M,0,,,N,C,3,YES,R,YES
6.2E+15,THOROLD,L2V1L1,289,11/15/2010,11/30/2011,380,1,2010,2011,2,EM,M,0,49,50,Y,D,3,YES,R,YES
6.2E+15,NIAGARA FALLS,L2J3W9,905,11/15/2010,12/31/2011,411,1,2010,2011,2,EM,F,0,49,50,Y,D,6,YES,R,YES
6.2E+15,GRIMSBY,L3M 4J9,905,4/10/2015,4/30/2016,386,1,2015,2016,2,GM,F,1,,,N,C,0,NO,R,YES
6.2E+15,RIDGEWAY,L0S1N0,289,12/1/2010,12/31/2011,395,1,2010,2011,1,M,M,0,49,50,N,D,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2E6S6,905,12/9/2010,12/31/2011,387,1,2010,2011,2,EM,F,1,49,50,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2M4X4,905,12/13/2010,12/31/2011,383,1,2010,2011,2,EM,F,1,49,50,N,D,3,YES,R,YES
6.2E+15,NIAGARA FALLS,L2E3H9,905,12/13/2010,12/31/2011,383,1,2010,2011,1,M,M,1,49,50,N,D,1,YES,R,YES
6.2E+15,CRYSTAL BEACH,L0S1B0,289,12/17/2010,12/31/2011,379,1,2010,2011,1,M,M,0,49,50,N,D,0,NO,R,YES
6.2E+15,WELLAND,L3C 7M4,289,4/14/2015,4/30/2016,382,1,2015,2016,3,AEM,F,0,,,Y,C,1,YES,R,YES
6.2E+15,THOROLD,L2V 4B9,905,4/14/2015,4/30/2016,382,1,2015,2016,4,AEMO,M,0,,,Y,C,1,YES,R,YES
6.2E+15,FORT ERIE,L2A5C3,289,12/17/2010,12/31/2011,379,1,2010,2011,2,EM,F,0,49,50,Y,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2P0B5,905,12/17/2010,12/31/2011,379,1,2010,2011,2,EM,F,0,49,50,Y,D,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G 7Y4,905,4/14/2015,4/30/2016,382,1,2015,2016,1,M,F,0,,,N,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2R5K4,905,12/17/2010,12/31/2011,379,1,2010,2011,1,M,M,0,49,50,Y,D,1,YES,R,YES
6.2E+15,SMITHVILLE,L0R2A0,905,12/22/2010,12/31/2011,374,1,2010,2011,1,M,F,1,49,50,Y,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2M7K3,905,1/10/2011,1/31/2012,386,1,2011,2012,1,M,M,0,49,50,Y,D,0,NO,R,YES
6.2E+15,GRIMSBY,L3M 5C6,519,4/15/2015,5/31/2016,412,1,2015,2016,4,AEGM,F,0,,,Y,C,1,YES,R,YES
6.2E+15,CHAGRIN FALLS,44023,289,4/15/2015,5/31/2016,412,1,2015,2016,2,GM,F,0,,,N,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2E6Y1,905,1/12/2011,1/31/2012,384,1,2011,2012,2,EM,F,1,49,50,N,D,6,YES,R,YES
6.2E+15,FORT ERIE,L2A4S8,905,1/17/2011,1/31/2012,379,1,2011,2012,2,EM,M,1,49,50,N,D,2,YES,R,YES
6.2E+15,FONTHILL,L0S 1E0,905,4/15/2015,4/30/2016,381,1,2015,2016,3,AEM,F,0,,,Y,C,2,YES,R,YES
6.2E+15,ST CATHARINES,L2R6B7,905,1/18/2011,1/31/2012,378,1,2011,2012,3,ACM,M,1,49,50,N,C,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K2X4,905,1/20/2011,1/31/2012,376,1,2011,2012,1,M,M,1,49,50,N,D,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2E3J9,905,1/22/2011,1/31/2012,374,1,2011,2012,3,EKM,F,1,49,50,N,D,3,YES,R,YES
6.2E+15,THOROLD,L2V4S2,905,1/31/2011,1/31/2012,365,1,2011,2012,1,M,F,0,49,50,Y,D,0,NO,R,YES
6.2E+15,FORT ERIE,L2A6B9,905,2/7/2011,2/29/2012,387,1,2011,2012,2,EM,F,2,49,50,N,D,5,YES,R,YES
6.2E+15,WELLAND,L3B5Y4,289,2/22/2011,2/29/2012,372,1,2011,2012,2,EM,F,0,49,50,Y,C,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2J1K9,905,2/24/2011,2/29/2012,370,1,2011,2012,3,EFM,F,0,49,50,N,D,1,YES,R,YES
6.2E+15,FORT ERIE,L2A4E3,905,2/19/2011,2/29/2012,375,1,2011,2012,2,EM,F,2,49,50,N,C,2,YES,R,YES
6.2E+15,ST CATHARINES,L2R5H6,905,3/2/2011,3/31/2012,395,1,2011,2012,3,EMO,F,0,49,50,N,C,2,YES,R,YES
6.2E+15,WELLAND,L3C6C4,905,3/11/2011,3/31/2012,386,1,2011,2012,2,EM,M,1,49,50,Y,C,1,YES,R,YES
6.2E+15,TORONTO,M6M 4R7,647,4/18/2015,4/30/2016,378,1,2015,2016,4,AEGM,M,0,,,N,C,1,YES,R,YES
6.2E+15,WELLAND,L3B3X3,905,3/11/2011,3/31/2012,386,1,2011,2012,3,BEM,F,0,49,50,N,D,5,YES,R,YES
6.2E+15,WELLAND,L3B6E9,905,3/22/2011,3/31/2012,375,1,2011,2012,6,EFKMOT,M,0,49,50,Y,C,1,YES,R,YES
6.2E+15,WELLAND,L3B7V1,905,3/22/2011,3/31/2012,375,1,2011,2012,2,EM,M,0,49,50,N,D,5,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H2W7,289,4/1/2011,4/30/2012,395,1,2011,2012,2,GM,M,0,49,50,N,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2R1P8,905,5/18/2011,5/31/2012,379,1,2011,2012,2,EM,M,0,49,50,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2T3G7,905,5/20/2011,5/31/2012,377,1,2011,2012,1,M,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,FONTHILL,L0S1E1,905,6/8/2011,6/30/2012,388,1,2011,2012,2,FM,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2S 2R9,905,4/21/2015,4/30/2016,375,1,2015,2016,3,AEM,F,0,,,N,D,3,YES,R,YES
6.2E+15,CRYSTAL BEACH,L0S1B0,905,6/14/2011,6/30/2012,382,1,2011,2012,4,EFMT,F,0,49,50,Y,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2M1B4,905,6/15/2011,6/30/2012,381,1,2011,2012,3,ACM,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2R6P7,905,7/8/2011,7/31/2012,389,1,2011,2012,4,EFMO,F,0,49,50,Y,D,4,YES,R,YES
6.2E+15,PORT ROBINSON,L0S1K0,905,8/3/2011,8/31/2012,394,1,2011,2012,2,EM,F,0,49,50,Y,C,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G2G9,905,8/4/2011,8/31/2012,393,1,2011,2012,2,EM,M,0,49,50,Y,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2R4W1,905,8/27/2011,8/31/2012,370,1,2011,2012,3,EFM,M,0,49,50,Y,C,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H2P3,905,9/6/2011,9/30/2012,390,1,2011,2012,2,EM,F,0,49,50,N,D,2,YES,R,YES
6.2E+15,GRIMSBY,L3M4E7,905,9/14/2011,9/30/2012,382,1,2011,2012,3,EMS,F,2,49,50,N,C,1,YES,R,YES
6.2E+15,FENWICK,L0S1C0,905,9/30/2011,9/30/2012,366,1,2011,2012,2,EM,M,1,49,50,Y,E,4,YES,R,YES
6.2E+15,NIAGARA FALLS,L2E6K8,905,10/13/2011,10/31/2012,384,1,2011,2012,3,EGM,F,0,49,50,N,D,3,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G 5W6,289,4/23/2015,4/30/2016,373,1,2015,2016,2,EM,M,1,,,N,C,1,YES,R,YES
6.2E+15,OAKVILLE,L6H 6E9,905,4/23/2015,4/30/2016,373,1,2015,2016,3,AEM,F,0,,,N,C,1,YES,R,YES
6.2E+15,ST. CATHARINES,L2M 6M3,905,4/24/2015,4/30/2016,372,1,2015,2016,4,AEGM,M,0,,,Y,C,0,NO,R,YES
6.2E+15,FORT ERIE,L2A2N9,905,10/14/2011,10/31/2012,383,1,2011,2012,2,EM,M,1,49,50,Y,D,6,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H0B6,289,10/17/2011,10/31/2012,380,1,2011,2012,2,EM,F,0,49,50,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2R2H7,905,10/24/2011,10/31/2012,373,1,2011,2012,1,M,M,0,49,50,N,C,0,NO,R,YES
6.2E+15,DUNNVILLE,N1A2X1,905,11/24/2011,11/30/2012,372,1,2011,2012,2,MO,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,WELLAND,L3B1K2,905,12/2/2011,12/31/2012,395,1,2011,2012,1,M,M,0,49,51,Y,C,0,NO,R,YES
6.2E+15,FONTHILL,L0S1E2,905,12/7/2011,12/31/2012,390,1,2011,2012,2,EM,F,0,49,50,N,D,2,YES,R,YES
6.2E+15,PORT COLBORNE,L3K5V5,905,12/22/2011,12/31/2012,375,1,2011,2012,2,EM,F,0,49,50,Y,D,5,YES,R,YES
6.2E+15,ST CATHARINES,L2T3H8,905,12/29/2011,12/31/2012,368,1,2011,2012,1,M,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2H3A5,905,1/3/2012,1/31/2013,394,1,2012,2013,2,EM,F,0,49,50,N,D,7,YES,R,YES
6.2E+15,THOROLD,L2V4G1,905,1/6/2012,1/31/2013,391,1,2012,2013,2,EM,F,0,49,51,N,C,1,YES,R,YES
6.2E+15,FORT ERIE,L2A2Z6,905,1/13/2012,1/31/2013,384,1,2012,2013,2,EM,F,0,49,50,Y,E,4,YES,R,YES
6.2E+15,ST CATHARINES,L2N5L2,289,1/13/2012,1/31/2013,384,1,2012,2013,2,EM,M,0,49,50,Y,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2R2P1,905,1/17/2012,1/31/2013,380,1,2012,2013,1,M,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,ST. CATHARINES,L2P1X3,905,1/27/2012,1/31/2013,370,1,2012,2013,2,MS,F,0,49,50,N,C,0,NO,R,YES
6.2E+15,CRYSTAL BEACH,L0S1B0,289,2/16/2012,2/28/2013,378,1,2012,2013,2,EM,F,0,49,50,Y,D,4,YES,R,YES
6.2E+15,ST CATHARINES,L2T1S7,905,2/16/2012,2/28/2013,378,1,2012,2013,2,EM,F,1,49,50,N,C,1,YES,R,YES
6.2E+15,WELLAND,L3C4Y2,289,3/1/2012,3/31/2013,395,1,2012,2013,4,EMST,F,0,49,50,Y,C,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G5J5,905,3/5/2012,3/31/2013,391,1,2012,2013,4,EMST,M,0,49,50,N,B,4,YES,R,YES
6.2E+15,KITCHENER,N2E0B3,905,3/22/2012,3/31/2013,374,1,2012,2013,2,EM,M,0,49,50,Y,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2P1M8,905,3/30/2012,3/31/2013,366,1,2012,2013,2,EM,M,0,49,50,Y,E,5,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H3H4,905,4/1/2012,4/30/2013,394,1,2012,2013,3,EGM,M,0,49,50,N,C,1,YES,R,YES
6.2E+15,GRIMSBY,L3M1S7,905,5/4/2012,5/31/2013,392,1,2012,2013,1,M,F,1,49,50,Y,C,0,NO,R,YES
6.2E+15,GRIMSBY,L3M4R8,905,6/6/2012,6/30/2013,389,1,2012,2013,6,ACFMSW,F,0,49,50,Y,C,0,NO,R,YES
6.2E+15,WELLAND,L3B2C2,905,6/14/2012,6/30/2013,381,1,2012,2013,1,M,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,BEAMSVILLE,L0R1B9,905,6/28/2012,6/30/2013,367,1,2012,2013,2,EM,F,1,49,50,N,C,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2J3Z1,905,6/28/2012,6/30/2013,367,1,2012,2013,1,M,F,0,49,50,N,C,0,NO,R,YES
6.2E+15,CRYSTAL BEACH,L0S1B0,,7/12/2012,7/31/2013,384,1,2012,2013,3,EGM,F,0,49,50,Y,D,4,YES,R,YES
6.2E+15,PORT COLBORNE,L3K5V5,905,7/13/2012,7/31/2013,383,1,2012,2013,3,AEM,F,0,49,50,Y,C,2,YES,R,YES
6.2E+15,ST CATHARINES,L2P 3G9,416,5/4/2015,5/31/2016,393,1,2015,2016,2,EM,M,0,,,Y,D,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G6A6,416,8/1/2012,8/31/2013,395,1,2012,2013,2,EM,M,0,49,50,Y,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2N4X6,905,8/8/2012,8/31/2013,388,1,2012,2013,2,EM,M,1,49,50,N,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2S2P1,905,8/13/2012,8/31/2013,383,1,2012,2013,2,EM,F,0,49,50,Y,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2N3B5,905,8/16/2012,8/31/2013,380,1,2012,2013,2,EM,M,1,49,50,Y,C,1,YES,R,YES
6.2E+15,WELLAND,L3B4X5,289,8/20/2012,8/31/2013,376,1,2012,2013,3,EFM,F,0,49,50,Y,D,2,YES,R,YES
6.2E+15,GRIMSBY,L3M1M2,905,8/20/2012,8/31/2013,376,1,2012,2013,3,MOT,F,0,49,50,Y,A,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K5V3,905,8/21/2012,8/31/2013,375,1,2012,2013,1,M,M,1,49,50,N,C,0,NO,R,YES
6.2E+15,ST. CATHARINES,L2R7H7,289,8/27/2012,8/31/2013,369,1,2012,2013,2,EM,F,0,49,50,Y,C,2,YES,R,YES
6.2E+15,ST CATHARINES,L2P3E6,905,8/30/2012,8/31/2013,366,1,2012,2013,2,EM,M,1,49,50,N,D,5,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G3X8,905,9/4/2012,9/30/2013,391,1,2012,2013,2,EM,M,0,49,50,Y,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2R5K9,905,9/1/2012,9/30/2013,394,1,2012,2013,3,EMS,M,0,49,50,Y,D,3,YES,R,YES
6.2E+15,NIAGARA FALLS,L2J3W9,905,9/4/2012,9/30/2013,391,1,2012,2013,3,FMS,M,1,49,50,N,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2N4R2,905,9/11/2012,9/30/2013,384,1,2012,2013,3,EMS,F,1,49,50,Y,D,2,YES,R,YES
6.2E+15,SMITHVILLE,L0R2A0,905,9/25/2012,9/30/2013,370,1,2012,2013,2,GM,M,0,49,50,N,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2G4X5,289,10/24/2012,10/31/2013,372,1,2012,2013,2,EM,M,0,49,50,Y,D,1,YES,R,YES
6.2E+15,FORT ERIE,L0S1N0,905,10/26/2012,10/31/2013,370,1,2012,2013,1,M,M,1,49,50,N,C,0,NO,R,YES
6.2E+15,FONTHILL,L0S1E1,289,10/29/2012,10/31/2013,367,1,2012,2013,3,EMT,M,1,49,50,Y,D,3,YES,R,YES
6.2E+15,ST CATHARINES,L2S4B9,905,11/2/2012,11/30/2013,393,1,2012,2013,2,EM,M,0,49,50,Y,C,2,YES,R,YES
6.2E+15,STEVENSVILLE,L0S1S0,905,11/6/2012,11/30/2013,389,1,2012,2013,2,EM,F,1,49,50,N,C,1,YES,R,YES
6.2E+15,FONTHILL,L0S1E0,905,11/8/2012,11/30/2013,387,1,2012,2013,3,EMS,M,2,49,50,Y,C,3,YES,R,YES
6.2E+15,ST CATHARINES,L2T1M7,905,11/16/2012,11/30/2013,379,1,2012,2013,2,EM,F,1,49,50,N,C,2,YES,R,YES
6.2E+15,SMITHVILLE,L0R2A0,905,11/16/2012,11/30/2013,379,1,2012,2013,2,EM,F,0,49,50,Y,C,1,YES,R,YES
6.2E+15,FORT ERIE,L2A2E4,905,12/7/2012,12/31/2013,389,1,2012,2013,2,EM,M,0,49,50,N,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2N3S4,905,12/21/2012,12/31/2013,375,1,2012,2013,1,M,F,0,49,50,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3B4Z4,905,12/24/2012,12/31/2013,372,1,2012,2013,3,AEM,F,0,49,50,Y,C,2,YES,R,YES
6.2E+15,ST CATHARINES,L2P3N4,905,12/24/2012,12/31/2013,372,1,2012,2013,2,EM,F,0,49,51,Y,C,1,YES,R,YES
6.2E+15,WELLAND,L3B2A2,289,12/27/2012,12/31/2013,369,1,2012,2013,2,EM,M,0,49,50,Y,C,2,YES,R,YES
6.2E+15,CRYSTAL BEACH,L0S1B0,289,12/27/2012,12/31/2013,369,1,2012,2013,1,M,F,0,49,50,N,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2H 3J8,905,5/8/2015,5/31/2016,389,1,2015,2016,4,AEGM,M,0,,,N,C,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G 4N5,289,1/3/2013,1/31/2014,393,1,2013,2014,2,AM,F,0,49,50,N,D,4,YES,R,YES
6.2E+15,VINELAND STATION,L0R 2E0,905,1/4/2013,1/31/2014,392,1,2013,2014,1,M,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2H 3J4,905,1/15/2013,1/31/2014,381,1,2013,2014,1,M,M,1,49,50,N,C,1,YES,R,YES
6.2E+15,CAISTOR CENTRE,L0R 2J0,905,1/18/2013,1/31/2014,378,1,2013,2014,1,M,F,1,49,50,N,C,2,YES,R,YES
6.2E+15,WELLAND,L3B 5N7,905,1/18/2013,1/31/2014,378,1,2013,2014,3,AMW,M,0,49,50,N,C,1,YES,R,YES
6.2E+15,GRIMSBY,L3M 4E7,289,1/22/2013,1/31/2014,374,1,2013,2014,4,AEGM,M,1,49,50,Y,D,2,YES,R,YES
6.2E+15,WELLAND,L3C 1N1,905,1/22/2013,1/31/2014,374,1,2013,2014,1,M,M,1,49,50,Y,C,2,YES,R,YES
6.2E+15,FORT ERIE,L2A 5W8,905,1/24/2013,1/31/2014,372,1,2013,2014,2,AM,M,0,49,50,N,D,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2E 3X8,905,1/24/2013,1/31/2014,372,1,2013,2014,2,AM,M,1,49,50,Y,D,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H 3H8,519,1/24/2013,1/31/2014,372,1,2013,2014,3,GMO,M,0,49,50,N,D,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2J 3V6,905,2/1/2013,2/28/2014,392,1,2013,2014,2,AM,F,1,49,50,N,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2P 3X9,289,2/7/2013,2/28/2014,386,1,2013,2014,1,M,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2G 4L2,709,2/13/2013,2/28/2014,380,1,2013,2014,1,M,F,0,49,50,Y,C,1,YES,R,YES
6.2E+15,PORT COLBORNE,L3K 6B2,289,2/19/2013,2/28/2014,374,1,2013,2014,2,AM,F,1,49,50,Y,D,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2H 1X3,905,3/7/2014,2/28/2015,358,1,2014,2015,2,EM,M,0,49,50,N,C,0,NO,R,YES
6.2E+15,THOROLD,L2V 2X4,905,3/5/2013,3/31/2014,391,1,2013,2014,1,M,F,0,49,50,Y,C,1,YES,R,YES
6.2E+15,WAINFLEET,L0S 1V0,905,3/6/2013,3/31/2014,390,1,2013,2014,2,AM,M,1,49,51,N,D,0,NO,R,YES
6.2E+15,GRIMSBY,L3M 2P2,905,3/8/2013,3/31/2014,388,1,2013,2014,3,AGM,M,0,49,50,Y,D,0,NO,R,YES
6.2E+15,NIAGARA ON THE LAKE,L0S 1J0,,4/15/2013,4/30/2014,380,1,2013,2014,2,AM,M,1,49,50,Y,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2N 3X6,905,4/19/2013,4/30/2014,376,1,2013,2014,2,MW,M,0,49,50,Y,C,3,YES,R,YES
6.2E+15,WELLAND,L3B 5N7,905,5/10/2013,5/31/2014,386,1,2013,2014,2,EM,M,0,49,50,Y,D,3,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G 1S7,289,5/10/2013,5/31/2014,386,1,2013,2014,3,AEM,M,0,49,50,Y,D,6,YES,R,YES
6.2E+15,NIAGARA FALLS,L2E 6A9,905,5/31/2013,5/31/2014,365,1,2013,2014,1,M,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2S 1T6,905,6/1/2013,6/30/2014,394,1,2013,2014,1,M,F,0,49,50,N,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2S 2N5,,6/5/2013,6/30/2014,390,1,2013,2014,3,AEM,M,1,49,50,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2S 2M8,905,6/10/2013,6/30/2014,385,1,2013,2014,2,EM,F,1,49,50,N,D,8,YES,R,YES
6.2E+15,ST CATHARINES,L2R 1T9,905,6/13/2013,6/30/2014,382,1,2013,2014,2,EM,F,0,49,51,Y,D,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H 1M6,905,6/14/2013,6/30/2014,381,1,2013,2014,2,AM,F,0,49,50,N,D,1,YES,R,YES
6.2E+15,ST. CATHARINES,L2T 3A9,289,7/5/2013,7/31/2014,391,1,2013,2014,1,M,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2S 2V6,905,7/19/2013,7/31/2014,377,1,2013,2014,2,EM,M,0,49,50,Y,D,5,YES,R,YES
6.2E+15,ST CATHARINES,L2N 5S5,289,5/15/2015,5/31/2016,382,1,2015,2016,2,EM,F,0,,,N,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2P 0A6,289,7/30/2013,7/31/2014,366,1,2013,2014,2,FM,F,0,49,50,Y,D,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2J 1M9,289,12/8/2014,7/31/2015,235,1,2014,2015,2,GM,M,0,49,49,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3C 6K8,905,5/16/2015,5/31/2016,381,1,2015,2016,3,EGM,M,1,,,N,C,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2E 1M8,905,5/18/2015,5/31/2016,379,1,2015,2016,4,AEMS,M,0,,,N,D,4,YES,R,YES
6.2E+15,ST CATHARINES,L2M 2V6,905,8/2/2013,8/31/2014,394,1,2013,2014,1,M,F,2,49,50,N,C,0,NO,R,YES
6.2E+15,BEAMSVILLE,L0R 1B7,905,8/2/2013,8/31/2014,394,1,2013,2014,3,AEM,M,1,49,50,Y,D,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G 2H5,289,8/8/2013,8/31/2014,388,1,2013,2014,2,GM,M,0,49,50,Y,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2N 5W3,905,5/19/2015,5/31/2016,378,1,2015,2016,4,ABEM,M,0,,,Y,D,4,YES,R,YES
6.2E+15,ST CATHARINES,L2M 7P5,905,5/19/2015,5/31/2016,378,1,2015,2016,2,EM,F,1,,,N,C,1,YES,R,YES
6.2E+15,WELLAND,L3C 7E3,905,9/3/2013,9/30/2014,392,1,2013,2014,1,M,F,1,49,50,N,C,1,YES,R,YES
6.2E+15,PORT COLBORNE,L3K 3E4,905,9/6/2013,9/30/2014,389,1,2013,2014,4,AEMS,F,0,49,50,N,D,3,YES,R,YES
6.2E+15,BEAMSVILLE,L0R 1B8,289,9/9/2013,9/30/2014,386,1,2013,2014,2,EM,M,0,49,50,Y,D,3,YES,R,YES
6.2E+15,NIAGARA FALLS,L2J 1Z4,905,9/20/2013,9/30/2014,375,1,2013,2014,1,M,M,1,49,50,Y,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2E 3L2,519,10/18/2013,10/31/2014,378,1,2013,2014,2,EM,M,1,49,50,Y,D,4,YES,R,YES
6.2E+15,WELLAND,L3C 6S6,905,10/24/2013,10/31/2014,372,1,2013,2014,1,M,F,0,49,50,N,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2V 3M3,289,11/6/2013,11/30/2014,389,1,2013,2014,2,GM,M,0,49,50,N,D,0,NO,R,YES
6.2E+15,WELLAND,L3C 4K2,905,11/6/2013,11/30/2014,389,1,2013,2014,2,GM,F,0,49,50,Y,D,0,NO,R,YES
6.2E+15,WELLAND,L3B 5K4,905,11/8/2013,11/30/2014,387,1,2013,2014,2,GM,M,0,49,50,Y,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2R 1S1,905,11/28/2013,11/30/2014,367,1,2013,2014,5,AEGMO,M,0,49,50,Y,D,5,YES,R,YES
6.2E+15,ST CATHARINES,L2R 5Z1,905,12/2/2013,12/31/2014,394,1,2013,2014,4,EGMT,M,0,49,50,N,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2N 2B5,905,12/9/2013,12/31/2014,387,1,2013,2014,2,EM,F,0,49,50,N,D,1,YES,R,YES
6.2E+15,THOROLD,L2V 4M5,647,5/22/2015,5/31/2016,375,1,2015,2016,3,AEM,M,0,,,N,C,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H 2T8,905,12/5/2013,12/31/2014,391,1,2013,2014,2,AM,M,0,49,50,N,D,1,YES,R,YES
